Year,Text
1983,"CHINA: IDA—$75.4 million. In support of the government's program to strengthen higher education and research in the agricultural sciences, the project will provide assistance to eleven agricultural colleges, six research institutes, and a new National Rice Research Institute in the form of civil works, furniture, equipment, specialist services, and fellowships. Total cost: $201.6 million."
1983,"CHINA: IBRD—$162.4 million. The project is aimed at developing a new reservoir in the Daqing oilfield, introducing modern technology into the Chinese petroleum industry, training personnel, and improving oilfield practices through the import of modern equipment, establishment of a computer center, a training center and laboratories, execution of various studies, and provision of technical assistance. Total cost: $674.3 million."
1983,"CHINA: IBRD—$100.8 million. Introduction of modern technology into the Chinese petroleum industry, a process started under the Bank's first petroleum project, will be"
1983,"CHINA: IBRD—$124 million. Facilities at the three ports of Huangpu, Shanghai, and Tianjin will be modernized and expanded to help meet traffic requirements. The project also includes staff training and a con-tainerization study of the hinterlands to identify intermodal terminals, related facilities, and transport equipment required to optimize the transport potential of these three ports. Total cost: $427.4 million."
1983,recent studies are looking at the methods by which the resources in centrally planned economies can be allocated more rationally. State-owned enterprises is the major collaborative research topic undertaken with the Chinese Academy of Social Sciences.
1983,"China's experience during the past year has differed markedly from the other countries of the region. Since 1979, Chinese economic policy has had two main objectives: to adjust the structure of production and expenditure in such a way as to raise the share of consumption in national income and to reform the system of economic management so as to increase the efficiency of production and investment. Though neither objective has proved easy to attain, this strategy, on balance, has had rather good results."
1983,"CHINA: IBRD—$162.4 million. The project is aimed at developing a new reservoir in the Daqing oilfield, introducing modern technology into the Chinese petroleum industry, training personnel, and improving oilfield practices through the import of modern equipment, establishment of a computer center, a training center and laboratories, execution of various studies, and provision of technical assistance. Total cost: $674.3 million."
1983,"CHINA: IBRD—$100.8 million. Introduction of modern technology into the Chinese petroleum industry, a process started under the Bank's first petroleum project, will be"
1983,"Movements in exchange rates in 1982 complicated economic management in industrial countries. The dollar continued its strong appreciation against other currencies; a trade-weighted index of the dollar exchange rate adjusted for inflation differentials increased by almost 20 percent over the 1981 average. The resulting decline in US import prices helped to moderate inflation in that country, while the increase in the foreign-currency price of US exports made them less competitive in world markets and contributed to deepening the recession in the US. Other countries may have been forced to pursue policies more contractionary than they otherwise would have been in view of the inflationary impact of their depreciating currencies. The benefit to Europe and Japan from the gain in competitiveness of their exports was vitiated somewhat by the extremely low level of economic activity in the United States and pressures for restrictions on imports."
1983,"Growth in the oil-importing developing countries decreased slightly from the already poor performance in 1981. The GDP of Latin American oil-importing countries declined by 3.3 percent in per capita terms, following a 4.5 percent decline in 1981. Most other oil-importing countries achieved little improvement or actual declines in per capita income. The major exceptions were East Asian countries, which achieved high rates of growth compared with most other countries. Their more flexible economies enabled them to cope better with the adverse international environment—despite their dependence on trade. Even these countries, however, saw their growth reduced in 1982 well below its historical trend, as a result of debt problems and reduced demand for their manufactured exports."
1983,"Oil prices. The market for oil has been subject to considerable uncertainty over the past year. The average price of internationally traded oil declined by 4 percent in 1982 owing to increased supply and reduced demand, reflecting the impact of the higher relative price of oil since 1973 and short-term cyclical factors. From 1973 to 1981, the dollar price of oil increased significantly relative to the average prices of manufactured goods and other primary commodities. This increase in its relative price led to efforts to reduce the consumption of petroleum products and to find substitute energy sources."
1983,"Terms of trade. The major factors affecting developing countries' terms of trade were lower oil prices, severe falls in nonoil-commodity prices, and stability in the prices of manufactures. Weakness in the price of oil meant that oil-exporting countries experienced a worsening in their terms of trade in 1982, although this was moderated by some decline in the prices of their imports in dollar terms. The benefit to the oil importers of weak oil prices was more than cancelled by the loss owing to the plunge in nonoil-commodity prices, and their terms of trade fell significantly below the 1980 level. The terms-of-trade loss of oil-importing countries in 1982 was due largely to cyclical factors, but it was superimposed on a continued erosion in their terms of trade, which have dropped by over one-fifth since 1970. Low-income countries in sub-Saharan Africa have been particularly affected, as they rely heavily on nonoil-commodity exports, the prices of which fell sharply in the 1970s relative to both manufactures and oil. These countries' terms of trade have declined by about 30 percent since 1970. Preliminary data indicate that oil-importing countries' terms of trade may have begun to improve, as commodity prices have increased since late 1982 and oil prices have fallen. The terms of trade of oil-exporting countries have no doubt fallen."
1983,World Trade
1983,"While the recession-caused reduction in demand probably accounts for the major share in the recent reduction in the volume of developing countries' exports, restrictions on imports of various kinds also played a role. Since the conclusion of the Multilateral Trade Negotiations in 1979, the drive towards trade liberalization has slowed considerably. Industrial countries have taken protectionist actions in a number of sectors, particularly automobiles, steel, textiles, and agriculture. Measures have included the imposition of so-called ""voluntary restraints"" on some countries' exports, agreements such as the Multifibre Arrangement, designed to limit import penetration in industrial-country markets, and bureaucratic delays in granting import licences. Many of these actions (with the important exception of the Multifibre Arrangement) affect other industrial countries more than developing countries. On the other hand, the incidence of nontariff barriers and the tariffs agreed upon at the Multilateral Trade Negotiations in 1979 are both relatively higher than the average on products exported by developing countries. There is a considerable concern that renewed protectionist activity could hinder developing-country exports, just when a recovery in export receipts is essential to meet debt-service payments and return to reasonable growth rates."
1983,"In the 1970s, trade among developing countries increased more rapidly than total trade. As a result, some observers believed that growth in this trade would partially compensate for reductions in demand from industrial countries during the current recession. Preliminary indications do not bear out this belief. In 1981, developing countries' exports to other developing countries declined at about the same rate as their exports to the world. In 1982, as more developing countries instituted controls on imports and restraints on internal demand, there is some evidence that trade among developing countries may have contracted more than total exports. For example, Brazil's exports, in current terms, to industrial countries declined by over 3 percent in 1982.' By comparison, Brazil's exports to oil-importing developing countries dropped by about 19 percent."
1983,"In contrast with 1981, when the current-account deficit of both oil importers and oil exporters increased, in 1982, the oil importers reduced their deficit by $11 billion; the deficit of the oil-exporting countries, on the other hand, increased by $11 billion over 1981. However, the contractionary impact of the external sector was greater on the developing countries than indicated by movements in the current-account deficit. For developing countries as a whole, little change in the deficit in 1982 was accompanied by an increase in their interest payments, while other components of their service income remained roughly the same. Many developing countries, therefore, had to reduce their trade balance by an amount greater than the reduction in their current-account deficit. Since export receipts fell in 1982, purchases of imports had to be compressed even further. Table 6 shows various components of the external accounts of developing countries."
1983,"interest rates. The resource balance was about $15 billion less than in 1981. Export receipts declined by about $ 10 billion, so imports dropped by almost $25 billion. Oil-exporting countries were not forced into an adjustment as severe as that of the oil importers. Their current-account and net trade deficits increased somewhat in 1982, and the decline in their export receipts was slight .These countries, therefore, were able to increase their imports somewhat, but at a slower rate than in recent years."
1983,"A number of countries were forced to institute severely contractionary policies, including import controls, to limit their current-account deficits. In Nigeria, for example, the government responded to the deterioration in oil revenues and budget finances by increasing import restrictions, lowering the value of the naira, and placing limits on borrowing by the individual states. Imports were reduced by over 30 percent in the last nine months of 1982, and GNP declined by almost 2 percent. Brazil instituted severely contractionary policies to control imports and limit the increase in its outstanding debt. Restrictive measures included a sharp increase in reserve requirements to reduce expansion of domestic credit, a cut in dollar allowances for travel abroad, a freeze in government investment (which represents a decline in real terms), and import restrictions. In early 1983, the cruzeiro was devalued by 30 percent. As a result of these measures, Brazil achieved a trade surplus of some S2 billion in 1982 despite the 13 percent drop in export receipts, while GNP was flat after the decline of 3.5 percent the year before. Mexico announced a series of policy measures to limit its current-account deficit, including a severe devaluation of the peso, exchange controls to reduce capital flight, an increase in the value-added tax, and a sharp cut in the deficit of the public sector. GDP increased by"
1983,"Restrictive policies and the resulting declines in imports severely reduced growth in developing countries. But for the intervention of the IMF, the reduction in imports could have been even greater. This reduction of imports by developing countries also helped to lower exports of industrial countries. The General Agreement on Tariffs and Trade (GATT) estimated that the decline in volume of exports by industrial countries was largely the result of reduced demand by developing countries, and the OECD estimated that the reduction in non-OECD imports may have reduced growth in GNP of its members by about half a percentage point. The world dealt with the worst recession since the Second World War by collectively reducing demand."
1983,"The 1980-82 recession, characterized by extremely high real interest rates, stagnation in world trade, and a sharp fall in commodity prices, seriously complicated developing countries' management of their external debt. The fall in export receipts, coupled with the increase in interest payments, made it very difficult for a number of countries to maintain their debt-service payments. The ratio of debt service to export receipts (including services) for all developing countries increased from 13.6 percent in 1980 to"
1983,"It is possible that debt levels of these countries would not have been considered excessive in the conditions existing during the latter half of the 1970s, when real interest rates were low and export volumes and prices were increasing. Today, however, the debt of a number of countries is less easily manageable in light of unprecedented real interest rates, falling commodity prices, and reduced demand for developing countries' exports. Assuming an intelligent response to current problems, it is likely that the crisis can be weathered without serious disruption to the international financial system. Unfortunately, the measures taken by many developing countries to restrain their borrowing have been, and will continue to be, extremely painful. Austerity programs and attempts to achieve trade surpluses are exacting a heavy toll. Just as seriously, in some countries, reductions in public expenditures have particularly affected investment projects, which could have adverse consequences for future living standards. Private investment has also declined sharply, in response to reduced demand, uncertain prospects, and high interest rates. Because reduced investment lowers the potential growth of the economy, it may take many years for countries, particularly those in Latin America, to recover from their current problems. The difficulties in the short term can be ameliorated, to a degree, through increased efficiency in the use of human and material resources. In the particular case of Latin American countries, as reported on page 100. ""Over the long term, [they] are well positioned to resume strong growth."""
1983,"Despite the favorable long-term prospects of developing countries and the high degree of international cooperation that has been achieved notwithstanding, changes in the global economic environment are essential before current debt problems can be overcome. First and foremost, a higher rate of recovery of the industrial countries would help increase exports of developing countries. A high rate of growth in industrial countries would translate into a growth in the exports of developing countries only if protectionist pressures are not allowed to cause new barriers against trade to be erected. While more difficult to achieve, a reduction in current levels of protection would also, of course, facilitate expansion of developing-country exports. At the same time, a decline in the level of interest rates and an increase in the level of ODA will help the developing countries to recover from the depths of the current recession. All this was recognized by the leaders of the seven industrial countries who met in Williamsburg. Virginia, in May 1983."
1983,"issues in a variety of fora. In meetings held between developed and developing countries and among the developing countries during the past fiscal year, attention was particularly focused on problems relating to financial flows, external debt, international trade, and commodities."
1983,"GATT ministerial meeting. In November 1982, eighty-eight countries were represented at the ministerial level at a meeting of the General Agreement on Tariffs and Trade (GATT) in Geneva. A joint declaration issued at the end of the meeting reaffirmed a basic commitment against protectionism and a renewed consensus in support of the GATT system. One of the undertakings agreed by the parties in drawing up their priorities for the 1980s was to ensure that trade policies and measures are consistent with GATT principles. The declaration dealt with specific areas, notably agriculture, where negotiations concerned the integration of agricultural trade in the GATT Multilateral Trading System. A further area of concern was the safeguard system to ensure efficiency and predictability in the application of the safeguard clause under the GATT to both importing and exporting countries."
1983,"At the Development Committee's April 1983 meeting in Washington, D.C, under the chairmanship of Ghulam Ishaq Khan. Minister of Finance, Commerce, and Economic Coordination of Pakistan, concern was expressed that the economic situation had remained difficult since the last meeting in September 1982. The Committee addressed the broad subject of the elements of global economic-recovery efforts, under the following items: financial flows from, and level of lending by, multilateral institutions and the implications for their capital base; the status and funding of IDA; the external-debt problems of developing countries; and the linkages between trade and the promotion of development. As for lending programs of multilateral institutions, the World Bank was invited to put forward proposals, with due regard to financial prudence, that would allow an expansion of the Bank's lending program. The management of the Bank was also requested to present a specific proposal to the Executive Directors for a Selective Capital Increase in line with the Eighth General Review of Quotas in the Fund by the time of the next Committee meeting in September 1983. The crucial importance of IDA in financing the development programs of low-income countries was reaffirmed. Note was taken of the critical situation facing the sixth replenishment of IDA, stretched out over four years with the resulting reduction in intended annual IDA commitments. With regard to the seventh replenishment of IDA, special needs for an expanded replenishment were noted. On external-debt problems, the need to maintain and increase financial flows to developing countries from official sources was emphasized. The linkages between trade and development were discussed by the Committee. In particular, the Committee called on governments to resist protectionist pressures. Both the Bank and the Fund were urged to collaborate with the GATT in keeping under review progress made in liberalizing the international-trade environment."
1983,"Nonaligned-movement summit. The Seventh Conference of Heads of State or Government of Nonaligned Countries was held in New Delhi, India, in March 1983 under the chairmanship of Prime Minister Indira Gandhi of India. More than 100 countries were represented. The Economic Declaration of the Conference reaffirmed the commitment of heads of state to the early launching of global negotiations. They called for a program of immediate measures in areas of crucial importance to developing countries—in food, energy development, financial flows. World Bank assistance, IMF balance-of-payments support, trade, and raw materials. In the field of monetary and financial issues and the transfer of resources, the Declaration held that the official development-assistance (ODA) target, set by the United Nations, of 0.7 percent of GNP. should be attained by 1985 and, within this context, that a target be met of 0.15 percent of GNP for ODA to the least-developed countries. A substantial expansion, both of the current lending program of the Bank, as well as in the seventh replenishment of IDA, was called for. On external debt, the heads of state urged the development of a multilateral framework for the restructuring of the debt burden of the developing countries. They also called for reform of the international monetary system and the convening of an international conference on money and finance for development."
1983,"Group of 77: Buenos Aires meeting. The fifth ministerial meeting of the Group of 77 convened in Buenos Aires, Argentina, in March 1983. The purpose of the meeting was to prepare positions on issues for presentation to the Trade and Development Board and for the June 1983 meeting of UNCTAD VI in Belgrade. Yugoslavia. The Declaration that ensued from the meeting called for a reactivation of the world economy and accelerated growth in the developing countries through global solutions. Ministers reiterated their commitment to the immediate launching of global negotiations, thus supporting the decision of the nonaligned summit at New Delhi. In the interrelated fields of commodities, trade, money, and finance and development, a Program of Immediate Measures was called for, including the establishment of the Common Fund, accelerated World Bank lending, a substantial increase in concessional assistance, the restructuring of the external debt of the developing countries, an immediate and substantial allocation of special drawing rights (SDRs), and an increase in IMF quotas."
1983,"reported that there were wide-ranging discussions on the state of the world economy and on the growing strains in the international financial system. Special action was called for to expand the lending operations of the World Bank to meet the increased needs of its member countries. Regarding the poorest countries. Commonwealth finance ministers gave strong support to a substantial increase in real terms in the replenishment of IDA. There was particular support for donor countries to provide bridging contributions for 1984 in order to avoid a decline in IDA lending activities in that year. Commonwealth finance ministers also expressed the view that to avoid a further deterioration in the world economy and to initiate a process of sustained recovery, the whole framework of international cooperation would need reform. The Commonwealth Secretariat was accordingly mandated to carry out a study of the international trade and payments system and. in particular, of the role of the international institutions. A Steering Group of experts is preparing a report for the September 1983 meeting of the Commonwealth finance ministers."
1983,"On the eve of the GATT Ministerial Meeting, the Commonwealth trade ministers met in Geneva, Switzerland. The meeting gave substantial support for the concept of a standstill on protectionist barriers. The Commonwealth Meeting on Trade followed a protracted Commonwealth study with a report by an expert group on protectionism, which was presented by the Commonwealth Secretariat in preparation for the GATT Ministerial Meeting."
1983,"UNCTAD VI. The Sixth United Nations Conference on Trade and Development took place in Belgrade. Yugoslavia, in June 1983. The focus was on the deteriorating world economic situation and its impact on development, with the integrating factors of international trade and commodities and financial and monetary issues."
1983,The two-day summit ended in agreement on a series of broad policies designed to nourish the worldwide economic recovery over the next several years. Agreement was reached that anti-inflation policies be continued and that there should be a rollback of recently imposed trade barriers.
1983,"4. Enhanced policy dialogue. On request, the Bank will help governments review investment programs, macroeconomic policies, trade and pricing policies, expand its assistance for debt management, and assist in evaluating changes in development priorities."
1983,"atory facility, which is relatively new, is designed to allow researchers scope for exploration of issues on the cutting edge of research, to enhance the research capacity of units within the operations complex of the Bank, to carry out some pilot analysis, and to visit member countries to negotiate collaborative arrangements for research. Also, in fiscal 1983, some twenty new or ongoing research projects involved the application of earlier research findings in new contexts in order to test their broadened applicability or to expedite and hasten the dissemination of results. The successful application of a research technique generally leads to its becoming part of the stock-in-trade of Bank analysts who no longer consider such an activity as research, but as part of operating procedures."
1983,"Until now, the program has tended to focus on issues and questions that pertain to sectors around which Bank lending has usually been organized. A revised orientation follows from the fact that many policy questions are relevant across sectors and that the units of economic analysis are not always confined to a single sector. In terms of the program's emerging priorities, issues are increasingly being identified in the areas of international trade and finance, public economics, household economics, and technology. These issues are important to countries in all regions of the world; however, in accordance with the Bank's special emphasis on Africa, major efforts are being made to address these issues in an African context. Research on issues related to energy and to structural adjustment also continue to merit special attention."
1983,"In the face of budgetary stringency as a result of the worldwide recession and related stagnation of world trade and retrenchment of commercial lending, member countries are seeking advice on the impact of alternative policies affecting growth and welfare. Analyzing the tradeoffs implicit in such choices has become an important part of the research program. In the past three years, the amount of research resources devoted to development policy and planning has risen from 14 percent to 23 percent of the budget. As part of that effort, computable general equilibrium models developed for the economies of the Ivory Coast, Turkey, and Yugoslavia are being transferred to those countries for their continuing use and application by researchers there trained by Bank staff."
1983,"The importance of designing policies that permit developing countries to cope more effectively with fluctuations and adverse trends in the international environment has prompted the research program to look at wider issues in international trade, particularly those surrounding impediments to trade in services and labor migration. The impact of migrating labor on host and beneficiary economies continues to be investigated."
1983,"In August 1982, the Executive Directors authorized a new short-term borrowing program, with a $1.5 billion ceiling on notes outstanding. The notes could have maturities of up to one year. The objectives were to achieve additional financial flexibility by gaining access to the growing market for short-term instruments and its diverse customers and to reduce the overall cost of funds through lower-cost borrowings in that market. The IBRD's first short-term notes were sold in the United States market on September 29, 1982, and the ceiling was reached within a month. The IBRD's short-term notes have been widely accepted as a premier credit and generally have been sold and traded competitively within the price range for the highest quality short-term securities. The IBRD's average cost of short-term note borrowings was about 250 basis points lower than the cost of the planned alternative—intermediate-term US-dollar borrowings—and in late April, 1983, the Executive Directors raised the authorized ceiling to $2.0 billion. On June 30. 1983. outstanding short-term notes totaled $1.5 billion."
1983,"The IBRD does not trade in any currencies for its own account. Adjustments arising from translation of currencies to US-dollar equivalents do not result in realized gains or losses as would occur with actual conversions into US dollars. Because of this, the General Reserve, rather than net income, is charged or credited annually with the amount of adjustment resulting from currency depreciations or appreciations. In fiscal 1983. the translation of currencies into US-dollar equivalents resulted in a debit to the General Reserve of S191 million, compared with $279 million debited in fiscal 1982. (A more detailed explanation is provided in the ""Notes to Financial Statements."")"
1983,"By and large, the agricultural sector has continued to display the same adverse trends during the early 1980s that characterized it throughout the previous decade. Drought, which in 1982 particularly affected Botswana, Ethiopia, Lesotho. Zambia, and Zimbabwe, was superimposed on an underlying weak situation of long standing. For example, producer prices have not kept pace with inflation in many countries, thereby prolonging the downward trend in the terms of trade of farmers that took place throughout the 1970s. Marketing arrangements have also tended to undermine incentives. In addition, the acute scarcity of foreign exchange has made it difficult for governments to ensure sufficient supplies of imported fertilizer, pesticides, and spare parts, thereby reducing the impact on production of such policy reforms as have taken place."
1983,"The foreign-exchange constraint was relieved, to some extent, by a reduction in petroleum and food prices but, on balance, the terms of trade of the region continued to deteriorate significantly. The index number of the commoditv terms of trade fell from 100 in 1978-80 to 81 in 1981, and to 75 in 1982. Terms of trade in 1982 were 36 percent below the average of the entire decade of the 1970s. Some recovery is expected during the period ahead, but it is very likely that, for the whole of this decade, the terms of trade of the Eastern and Southern African countries will remain far worse than during the 1970s."
1983,"These policy initiatives in the energy field are encouraging. In this sector, as in others reviewed earlier in this chapter, the policy-reform process has just begun. Implementation has been slow, uneven, and far short of what is required. Much remains to be done in agriculture and public finance, as well as in industrial and trade policy, parastatal efficiency, and resource mobilization. The Bank has supported policy reform through increased technical and financial assistance; in fiscal 1983, IBRD and IDA commitments were at record levels in terms of both amounts and the number of projects approved."
1983,"Because of the sharp decrease in foreign-exchange earnings, countries of the region have experienced persistent and often widening trade deficits on current account—with Cameroon and Gabon the only notable exceptions. As a pro-"
1983,"ance. Medium-term and long-term indebtedness, however, is low; the country, therefore, is likely to borrow heavily in 1983, possibly through some combination of medium-term refinancing from foreign banks of part of the arrears on trade payments, through borrowings from other countries that are members of the Organization of Petroleum Exporting Countries (OPEC), and through additional Eurodollar borrowing."
1983,"In Ivory Coast, structural-adjustment policies continued to be pursued with determination. The IBRD's first structural-adjustment loan (of $150 million) in support of the government's initiation of a stabilization plan was fully disbursed early in 1983. As a result of the continuing adverse external environment, further declines in the country's terms of trade were registered: GDP declined in real terms by 1.8 percent in 1982. The government's response was to move swiftly to strengthen and intensify its structural-adjustment program. It adopted a bold and forceful package of policy reforms designed to promote growth, improve productivity, and generate public savings. Measures include reforms in investment programming, in public enterprises, and in agricultural incentives. New features of adjustment include a major restructuring of the system of industrial incentives and protection and reform of the costly public-housing scheme. In support of this program, a second IBRD loan (for $281 million) was negotiated at the end of fiscal 1983."
1983,"The three neighboring countries of Guinea. Sierra Leone, and Liberia all suffered further decreases in their terms of trade in fiscal 1983 and recorded either stagnation or further declines in their per capita incomes. Through various policy changes, the governments of all three countries have attempted to adjust to their reduced prospects. In Guinea, the government alleviated, to some extent, the extreme shortage of foreign exchange by legalizing imports that are financed through the parallel market for foreign exchange. This measure followed that which legalized the private marketing of locally produced food at market-determined prices. Agricultural exports at the official exchange rate, however, continue to be very limited—less than 5 percent of the level of two decades ago."
1983,"Since exports account for a third of GDP. Senegal is highly vulnerable to changes in its terms of trade. For example, when, in late 1982. the world prices of groundnut products—which normally account for about a quarter of export revenues—fell to their lowest level, in real terms, since the 1930s, the country's overall terms of trade fell 10 percent. Foreign-exchange earnings were so reduced that scheduled debt-service payments would have risen from around 14 percent of export receipts in 1981/82 to 33 percent in 1982/83 had not a second round of debt rescheduling taken place following agreement with the IMF on a stand-by arrangement. Balance-of-payments support was also provided by France, Iraq, Kuwait, Oman, and Saudi Arabia. For its part, the government has made a number of difficult adjustments. To bring about a measure of fiscal balance, consumer subsidies on cooking oil, wheat flour, sugar, and, above all, rice have been decreased; the price of rice was raised, successfully, by 31 percent. Reform of public enterprises is continuing (to eliminate deficits, a number of public firms recently increased their tariffs). The International Development Association is assisting the country's reform program through an ongoing technical-assistance project, which was approved in fiscal year 1981."
1983,"The impact of the sharply deteriorating external environment in 1982 is perhaps most clearly illustrated in the case of the Philippines. Its real rate of growth, as measured by the gross domestic product (GDP), slowed to 2.5 percent in 1982, about a third of the rate achieved in 1978-79, with the main decline being experienced in the rate of industrial growth. Both investment and exports fell sharply. The country's real income was reduced by further adverse movements in the terms of trade, which worsened by about 25 percent during the period 1979-82; the deterioration in 1982, alone, was 8 percent."
1983,"more than 4 percent. However, economic expansion and a current-account deficit in the balance-of-payments anticipated to be in the amount of S2 billion will depend, to a considerable extent, upon an increase in the volume of exports of just under 10 percent, some improvement in the terms of trade, and on a growth in imports of no more than 9 percent. While this is certainly within the realm of possibility, continuing economic sluggishness of Korea's major trading partners among the industrial countries would make the export target a difficult one to achieve; growth, therefore, may have to be sustained by domestic demand—as it has been for the past year. As a consequence, the balance-of-payments deficit could be somewhat larger than is currently projected."
1983,"Thailand has also been adjusting to the adverse world conditions. By international comparison, its GDP growth—at about 4 percent—was above average in 1982. but the economy suffered a sharp deterioration in its external terms of trade. Inflation was greatly reduced, and consumer prices increased by only 5 percent during the year. Low-investment and destocking of inventories resulted in substantially lower imports, while exports, on the other hand, continued to grow—albeit at a pace slower than in previous years. This confluence of events resulted in a current-account deficit in the balance of payments that was lower than in recent years, falling to 3 percent of GDP in 1982. down from 7 percent the year before. Thus, with continued, though reduced, growth in GDP. lower inflation, and a significant reduction in the current-account deficit. Thailand weathered the international recession of 1982 quite well, except for a considerable deterioration in public-sector savings. The budget deficit in 1982 was about 4 percent of GDP. or roughly twice the amount budgeted, and was largely the result of shortfalls in revenue. These shortfalls were the result of lower inflation, less domestic activity, and fewer imports."
1983,"The prolonged world recession has caused a sharp reversal in Indonesia's current-account balance. In both fiscal 1980 and 1981, the country enjoyed a current-account surplus in excess of $2 billion, with oil and liquid natural gas accounting for about two-thirds of export earnings. Only two years ago. the outlook was for continuing, large surpluses throughout the early part of the 1980s, and medium-term development plans were drawn up based upon that expectation. But in fiscal 1982. the volume of oil exports fell, world demand for other export commodities, such as rubber, timber, tin, and coffee, softened, and Indonesia's nonoil terms of trade deteriorated substantially—by about 25 percent from their level of 1979. As the world recession intensified and oil prices weakened, the current-account deficit of $2.8 billion (in fiscal 1982) increased to almost $7 billion in fiscal 1983. equivalent to approximately 8 percent of GNP for that year."
1983,"The experience of Malaysia has been similar to that of Indonesia. Although less dependent upon oil exports, it has been extremely hard hit by the fall in the world prices of tin and rubber, two of its principal commodity exports. As prices of imports did not lessen, the terms of trade worsened by 20 percent in the period, calendar 198082. after rising by 40 percent during the previous five years. With worsening terms of trade, the balance-of-payments position has changed dramatically. From a situation of current-account surpluses, there has been a shift to deficits, amounting to 10 percent of GNP in 1981 and 13 percent in 1982."
1983,"Papua New Guinea, a moderate-sized country in terms of population, experienced a fall in the value of its exports of 10 percent in 1982. which followed a 22 percent drop in 1981. Its two most important products, copper concentrates (including gold) and coffee, together account for 60 percent of total exports. In 1982. exports of the former fell in value by one-third; coffee fared as badly. A decline in the terms of trade, equivalent to 15 percent of GDP over the period 198182. was also registered. Since exports are the primary source of incomes and government revenues, a severe strain has been placed on the country's development efforts. The government reacted to straitened circumstances bv reducing public expenditures by 5 percent in real terms, and targeting cuts in public-service employment by 3,000, or about 6 percent of the total."
1983,"Although the pace of growth slackened and balance-of-payments deficits— accentuated by weakening terms of trade—remained of concern, the toll that might otherwise have been taken by the recession was eased by the countries' domestic policies, as well as by foreign assistance, which, to most countries of the region, was maintained at. or exceeded, levels of the previous year, although, in some cases, it was on harder terms. As a consequence of the assistance received on concessional terms in the past and of their own prudent debt-management policies."
1983,"Bank financial assistance to promote adjustment has been supplemented by technical assistance that, in some instances, has been closely associated with lending. A broad range of macro and sector-adjustment policy issues was analyzed in economic reports, which were discussed with countries' policymakers. In-depth analyses of issues in the energy sector—including ways to promote energy production and conservation, and examination of long-term development requirements—have been undertaken, and the results discussed with governments in a number of countries (for example, Bangladesh, Nepal. Pakistan, and Sri Lanka). To assist governments in.expanding exports, trade-policy issues have been the subject of extensive examination in Bangladesh. Pakistan, and Sri Lanka. As a rule, these analyses have been carried out jointly by governments and the Bank."
1983,"nomic-management policies (primarily a blend of domestic procurement and distribution efforts and timely efforts to import 4.5 million tons of wheat) were able to mitigate this and some other adverse effects of the drought. Despite the need to import agricultural products to offset lower levels of domestic production, the total volume of imports grew by less than 1 percent, thanks to significant gains in domestic production of cement, fertilizer, and other basic goods. Coupled with growth in the volume of exports of about 5 percent and a slight improvement in terms of trade, India's balance-of-payments position improved in fiscal 1983. The current-account deficit, which had been $3.8 billion and 2.5 percent of GDP in fiscal 1982, declined to $3.4 billion and to 2.2 percent of GDP."
1983,"The global recession and poor harvests have both contributed to Bangladesh's recent economic difficulties. The international recession severely affected export demand for, and prices of, raw jute and jute goods and of other important exports and led to a 35 percent decline in the terms of trade between fiscal 1980 and fiscal 1982. During the same period, inflows of aid stagnated. Since these inflows finance about half of total imports, and since import-based taxes provide 60 percent of government revenues, the government's ability to finance both imports and its development budget was reduced. In addition, a series of poor crops, caused by drought, necessitated substantial imports of food grains on commercial terms (further straining a weak balance of payments), reduced rural incomes"
1983,"A continuation of the government's recent policies should help to place the Bangladesh economy on a footing that would permit it to benefit from an international economic recovery. However, the scope for increasing exports in the short term is limited, although export incentives are being progressively increased. Special emphasis is also being placed on the production of food grains and fertilizers, the substitution of imported petroleum by domestic natural gas, increasing the role of the private sector in economic activity, and on devising a new trade and industrial policy to foster efficient industrialization. Nevertheless, the balance-of-payments and budgetary outlook for the next few years will remain tight, and unless external-resource inflows are substantially increased, overall growth of investment and economic activity will be adversely affected."
1983,"Despite several adverse circumstances—and especially the world recession—Pakistan's real GDP is projected to grow at about 6.2 percent in fiscal 1983, equaling the mark achieved in the previous year. In contrast, both balance-of-payments and budgetary positions have deteriorated, largely as a result of the slowdown in the world economy and falling commodity prices. Mainly as the result of the depressed state of the world rice and cotton markets, exports have been sharply lower in the past two years. Pakistan's balance-of-payments situation, as fiscal year 1983 drew to a close, remained manageable, however. Contributory factors were improvements in world trade and commodity prices late in the year, the favorable effect on migrant remittances and a number of minor exports of adjustments in the value of the rupee, and the continued flow of resources from the IMF's Extended Fund and Compensatory Financing Facilities. Despite the 17 percent increase in its external indebtedness since 1978, debt servicing is not as"
